"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","year"
"26890",30,"admin.","married","university.degree","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26896",57,"admin.","divorced","university.degree","unknown","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26897",33,"admin.","single","university.degree","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26898",36,"self-employed","married","basic.9y","no","yes","yes","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26899",30,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26902",39,"services","married","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26903",47,"admin.","married","high.school","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26912",31,"services","single","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26919",38,"blue-collar","divorced","basic.4y","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26920",46,"management","single","university.degree","no","no","yes","cellular","nov","thu",8,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26926",42,"technician","married","university.degree","no","no","no","telephone","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26931",31,"technician","married","basic.6y","no","yes","yes","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26940",52,"blue-collar","married","basic.9y","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26941",38,"management","divorced","high.school","no","yes","no","telephone","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26943",32,"blue-collar","married","basic.4y","unknown","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26944",30,"blue-collar","single","high.school","no","no","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26946",46,"admin.","divorced","university.degree","no","unknown","unknown","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26952",54,"entrepreneur","divorced","university.degree","no","yes","yes","telephone","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26958",51,"admin.","divorced","university.degree","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26964",31,"management","single","university.degree","no","no","no","telephone","nov","thu",5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26967",31,"blue-collar","single","basic.4y","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26970",30,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26971",30,"unemployed","married","unknown","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26977",34,"technician","married","high.school","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26981",31,"services","single","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26984",31,"services","married","basic.6y","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26988",33,"admin.","married","university.degree","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26990",32,"admin.","married","university.degree","no","no","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26993",39,"admin.","married","university.degree","no","yes","no","telephone","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26994",42,"management","married","high.school","no","yes","yes","cellular","nov","thu",3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26995",36,"services","single","high.school","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26997",33,"admin.","married","university.degree","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26999",31,"entrepreneur","single","university.degree","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"27003",35,"admin.","single","high.school","no","yes","no","cellular","nov","fri",3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27005",56,"services","married","high.school","unknown","yes","no","cellular","nov","fri",5,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27007",42,"blue-collar","single","professional.course","no","no","no","cellular","nov","fri",4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27011",57,"admin.","divorced","university.degree","unknown","yes","no","cellular","nov","fri",7,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27015",45,"admin.","divorced","university.degree","no","yes","yes","cellular","nov","fri",9,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27016",33,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27019",46,"admin.","single","high.school","no","yes","yes","cellular","nov","fri",2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27022",31,"unemployed","single","basic.4y","no","yes","no","telephone","nov","fri",9,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27024",40,"technician","single","university.degree","no","no","no","cellular","nov","fri",4,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27026",36,"technician","single","unknown","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27027",38,"admin.","divorced","basic.9y","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27028",41,"blue-collar","single","basic.9y","unknown","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27032",58,"admin.","married","high.school","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27038",45,"admin.","divorced","professional.course","no","yes","no","cellular","nov","fri",2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27039",54,"admin.","married","high.school","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27048",29,"self-employed","married","university.degree","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27049",57,"management","married","university.degree","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27050",58,"retired","married","professional.course","no","no","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27051",49,"management","married","university.degree","no","yes","no","cellular","nov","fri",1,3,1,"success",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27052",37,"admin.","married","university.degree","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27054",36,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27055",48,"management","married","university.degree","no","no","yes","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27056",43,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27061",54,"admin.","divorced","university.degree","unknown","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27062",36,"admin.","married","university.degree","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27064",51,"self-employed","married","university.degree","unknown","no","no","cellular","nov","fri",4,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27067",32,"student","single","professional.course","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27068",58,"retired","married","professional.course","unknown","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27069",34,"admin.","married","university.degree","no","unknown","unknown","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27071",38,"admin.","divorced","high.school","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27072",44,"management","single","university.degree","unknown","yes","yes","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27077",55,"technician","married","professional.course","no","no","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27079",55,"technician","married","professional.course","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27084",29,"technician","single","professional.course","no","no","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27085",45,"technician","married","professional.course","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27086",30,"services","single","high.school","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27089",37,"admin.","married","professional.course","no","no","no","cellular","nov","fri",4,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27090",45,"admin.","divorced","high.school","no","no","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27091",30,"services","single","university.degree","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27101",58,"admin.","married","university.degree","unknown","no","no","cellular","nov","fri",2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27102",35,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27103",39,"admin.","single","unknown","no","no","no","cellular","nov","fri",4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27107",47,"self-employed","married","basic.9y","unknown","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27108",43,"management","single","high.school","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27110",50,"management","divorced","university.degree","no","yes","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27111",39,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27112",55,"admin.","married","high.school","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27115",52,"admin.","married","university.degree","unknown","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27116",43,"services","married","basic.6y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27118",31,"unemployed","single","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27121",48,"blue-collar","married","professional.course","no","no","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27129",40,"management","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27132",45,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27137",32,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27140",57,"unemployed","married","university.degree","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27142",57,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27147",45,"technician","single","university.degree","no","yes","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27152",40,"management","married","university.degree","no","yes","yes","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27154",34,"admin.","divorced","university.degree","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27158",44,"self-employed","married","university.degree","no","no","no","cellular","nov","fri",4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27159",38,"services","married","high.school","no","yes","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27161",46,"technician","divorced","university.degree","no","yes","no","cellular","nov","fri",5,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27164",40,"blue-collar","divorced","basic.9y","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27168",55,"admin.","single","university.degree","unknown","no","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27173",50,"technician","divorced","university.degree","no","yes","no","telephone","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27178",57,"housemaid","married","basic.4y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27180",50,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","fri",7,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27182",40,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",2008
"27183",36,"entrepreneur","divorced","high.school","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27184",37,"blue-collar","married","basic.6y","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27185",32,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27186",31,"unemployed","single","basic.4y","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27188",54,"technician","married","high.school","unknown","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27189",40,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27195",44,"services","married","high.school","unknown","yes","no","telephone","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27199",31,"unemployed","single","basic.4y","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27200",54,"retired","married","basic.4y","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27201",33,"blue-collar","single","basic.4y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27204",46,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27205",57,"housemaid","married","basic.4y","no","no","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27208",40,"management","married","university.degree","no","yes","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27212",34,"technician","divorced","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27213",40,"management","married","high.school","no","no","yes","cellular","nov","fri",5,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27215",52,"unemployed","married","university.degree","no","no","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27217",46,"management","married","basic.9y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27222",52,"services","married","basic.9y","unknown","yes","no","cellular","nov","fri",3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27225",51,"management","married","university.degree","no","yes","no","telephone","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
"27233",40,"blue-collar","married","high.school","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",2008
